Org ID,Organization Name,All Registration Steps Completed before the Deadline?,Reg Form Progress,"Number of ""Pending bCourse"" (Completed Signatory Agreement but not bCourse)","Number of finalized Signatories (Completed both Agreement and bCourse 
(Need 4 to 8)",Org Type,Callink page,Callink Advisor
92112,Word Sound Life,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wordsoundlife,Alejandro Muro
91958,Words 'Round the World,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WordsRoundtheWorld,Deepak Sharma
91496,Words of the Watershed,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wordsofthewatershed,Millicent Morris-Chaney
46322,Workers Rights Disability Law Clinic,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gaworkersrightsdisabilitylawclinic,Dylan Howser
52412,Workers' Rights Clinic,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gawrc,Dylan Howser
92045,Workout for Charity,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/workoutforcharity,Millicent Morris-Chaney
54945,World Literacy Project at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wlp,Millicent Morris-Chaney
83929,World Peace Buddhists,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/worldpeacebuddhists,Millicent Morris-Chaney
115771,World Wrestling at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wwb,Millicent Morris-Chaney
46106,Wrestling Club at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wrestlingclubatberkeley,Millicent Morris-Chaney
91860,Writer's Ink: Center for Creative Delinquents,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wiccd,Deepak Sharma
158847,"Writers Society of Berkeley, The",No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/writerssociety,Millicent Morris-Chaney
46223,Xinaxtli,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/xinaxtli,Alejandro Muro
304095,XR Lab - Immersive Design Student Club,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/XRLab-IDSC,Dylan Howser
160890,Yemeni Student Association of Berkeley ,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CalYSA,Alejandro Muro
221950,Yogi Law Bears,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/yogilawbears,Dylan Howser
56133,You Mean More,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/youmeanmore,Alejandro Muro
323366,You're the Cure at Berkeley,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/thecure,Alejandro Muro
92002,Young Americans for Liberty,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/yal,Millicent Morris-Chaney
91558,Young Democratic Socialists of America at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/calydsa,Millicent Morris-Chaney
91409,"Young Leaders for Empowerment, Advocacy, and Diversity",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ylead,Millicent Morris-Chaney
157443,Young Life College at Berkeley,No,Approved,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/YLCBerkeley,Millicent Morris-Chaney
235068,Young Musicians Outreach at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/youngmusiciansoutreach,Alejandro Muro
147299,YourPeople,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/YourPeople,Deepak Sharma
91258,Youth Advocacy Project,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/youthadvocacyproject,Dylan Howser
46754,Youth Empowerment Program,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/youthempowermentprogram,Millicent Morris-Chaney
46566,Youth for Christ at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/youthforchristatberkeley,Millicent Morris-Chaney
91786,Youth for Socialist Action,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/youthforsocialistaction,Millicent Morris-Chaney
160534,"Youth Project, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/theyouthproject,Millicent Morris-Chaney
46225,Youth Support Program,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/youthsupportprogram,Millicent Morris-Chaney
233761,YWCA Girls* Group Mentoring Program,No,Inprogress,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ggmp,Millicent Morris-Chaney
91813,Zahanat,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/zahanat,Alejandro Muro
92154,Zanmi Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/zanmiclub,Millicent Morris-Chaney
46461,Zawadi:  Black LGBTQ Community at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/zawadi,Dylan Howser
91219,"Zerk Zine, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/zerkzine,Millicent Morris-Chaney
181872,Zeta Chi Consulting,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/zcconsulting,Deepak Sharma
94217,ZM Chinese Network,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/zmchinesenetwork,Alejandro Muro
91232,Zoroastrian Student Organization,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Zoroastrian,Millicent Morris-Chaney
,qui parle: Critical Humanities and Social Sciences,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/quiparle,Dylan Howser
,Quidditch League at Berkeley,Yes,Approved,2,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/quidditchleague,Millicent Morris-Chaney
,Quiz Bowl Club,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/quizbowl,Millicent Morris-Chaney
,Raas Ramzat,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/raasramzat,Alejandro Muro
,Radical Friends,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/radicalfriends,Millicent Morris-Chaney
,Radical Geographers Working Group,No,Not Started,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/garadicalgeographersworkinggroup,Dylan Howser
,"Radical Social Workers Collective, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaac,Dylan Howser
,Radical Youth,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/radicalyouth,Millicent Morris-Chaney
,Raga Society at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ragasociety,Alejandro Muro
,Raíces Recruitment and Retention Center (formerly Raza Recruitment and Retention Center),Yes,Approved,0,7,Sponsored Student Organizations,https://callink.berkeley.edu/actioncenter/organization/razarrc,Lien Truong
,Rainforest Action Network,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/rainforestactionnetwork,Sharon Daraphonhdeth
,Ra-On,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/raon,Alejandro Muro
,RAPrEvention,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/RAPrEvention,Alejandro Muro
,Ratio Christi at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ratiochristi,Millicent Morris-Chaney
,RAW Media,Yes,Approved,2,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/RAWMedia,Alejandro Muro
,REACH! Asian Pacific American Recruitment and Retention Center,Yes,Approved,0,4,Sponsored Student Organizations,https://callink.berkeley.edu/actioncenter/organization/reachapirrc,Lien Truong
,React to Film,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/RTF,Alejandro Muro
,REACT! at Berkeley,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/REACTatBerkeley,Millicent Morris-Chaney
,Readers are leaders,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/readersareleaders,Alejandro Muro
,Reading for Resistance,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/readingforresistance,Dylan Howser
,Ready Action Go,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/rag,Alejandro Muro
,Real Estate Finance Group,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/RRG,Deepak Sharma
,Reclaim,No,Approved,0,2,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/reclaim,Millicent Morris-Chaney
,Red Tent Foundation,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/redtentfoundation,Alejandro Muro
,Redefine Global Advisory ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/RGA,Deepak Sharma
,Redefine Her Street at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/redefineherstreet,Deepak Sharma
,REEL Film Club,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/reelfilmclub,Alejandro Muro
,Reentry Advocacy Project ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ReentryAdvocacyProject,Dylan Howser
,Re-entry and Transfer Student Association,No,Approved,0,2,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/BerkeleyRTSA,Millicent Morris-Chaney
,Reformed University Fellowship,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ruf,Millicent Morris-Chaney
,Regenerative Field Institute ,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/regenerativefieldinstitute,Sharon Daraphonhdeth
,Regents' and Chancellor's Scholars Association,Yes,Approved,1,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/RCSA,Deepak Sharma
,Reinnervate ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/reinnervate,Millicent Morris-Chaney
,Remedy Music Project,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/remedymusicproject,Millicent Morris-Chaney
,Remnant Fellowship,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/remnant,Millicent Morris-Chaney
,Renters' Legal Assistance (Formerly ASUC Renters' Legal Assistance),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/renterslegalassistance,Millicent Morris-Chaney
,Reproductive Justice Project,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ReproductiveJusticeProject,Dylan Howser
,Research and Development at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/researchanddevelopment,Deepak Sharma
,Research Dissemination Collaboration,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/garesearchdisseminationcollaboration,Dylan Howser
,Residence Hall Assembly,Yes,Approved,0,4,Sponsored Student Organizations,https://callink.berkeley.edu/actioncenter/organization/residencehallassembly,Marissa Reynoso
,Residential Sustainability Education Coordinators,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/residentialsustainabilityeducationcoordinators,Sharon Daraphonhdeth
,Resistance School @ Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Resistanceschoolberkeley,Dylan Howser
,Resource Green,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/resourcegreen,Sharon Daraphonhdeth
,Restorative Justice at Berkeley High,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/berkeley_high_restorative_justice,Dylan Howser
,Restorative Justice Committee,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/restorativejusticecommittee,Dylan Howser
,Restorative Justice League,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/restorativejusticeleague,Millicent Morris-Chaney
,ReUSE,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ReUSE,Sharon Daraphonhdeth
,Review of Human Rights at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/therightsstuff,Millicent Morris-Chaney
,Review of International Conflict and Security,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/RICS,Millicent Morris-Chaney
,Revive,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/revive,Alejandro Muro
